title,source,url,json_content

Use of torchvision.utils.save_image twice on the same image tensor makes the second save not work. What&#39;s going on?,Stack Overflow,N/A,"{""tags"": [""image"", ""image-processing"", ""pytorch"", ""tensor"", ""torchvision""], ""question_score"": 3, ""is_accepted"": true, ""answer_id"": 59056046, ""is_answered"": false, ""question_id"": 59054886, ""item_type"": ""answer"", ""score"": 2, ""last_activity_date"": 1574793092, ""creation_date"": 1574788042, ""body"": ""It turns out  modifies the input tensor. A workaround to this is to add a line somewhere before calling  that&#39;s similar to this:\n\n\n\nThen you can safely save the perturbed image twice if on the second call you use perturbed_data_copy instead of the perturbed_data (which was modified by torchvision.utils.save_image). I will be submitting a bug report and tagging this post. Thanks @Mat for pointing this out!\n"", ""excerpt"": ""It turns out torchvision.utils.save_image modifies the input <span class=\""highlight\"">tensor</span>. &hellip; "", ""title"": ""Use of torchvision.utils.save_image twice on the same image tensor makes the second save not work. What&#39;s going on?""}"

keras model.summary() don&#39;t show all model layers,Stack Overflow,N/A,"{""tags"": [""tensorflow"", ""keras""], ""question_score"": 0, ""is_accepted"": true, ""answer_id"": 58942644, ""is_answered"": false, ""question_id"": 58942583, ""item_type"": ""answer"", ""score"": 0, ""last_activity_date"": 1574196828, ""creation_date"": 1574196828, ""body"": ""You need to call each layer on the previous ouput tensor:\n\n\n\nIn general, the summary is good at showing all part of the model. If something is not shown in the summary, it&#39;s safe to assume that that means that it&#39;s not in the model.\n"", ""excerpt"": ""You need to call each layer on the previous ouput <span class=\""highlight\"">tensor</span>:\n\ntensor_input = Input(shape=(Xn.shape[1], Xn.shape[2]), name=&#39;main_inputs&#39;)\n\nxy = TimeDistributed(Conv1D(filters= 10, kernel_size= 3, &hellip; If something is not shown in the summary, it&#39;s <span class=\""highlight\"">safe</span> to assume that that means that it&#39;s not in the model. &hellip; "", ""title"": ""keras model.summary() don&#39;t show all model layers""}"

AttributeError: module &#39;tensorflow&#39; has no attribute &#39;placeholder&#39; with keras 2.2.4 tensorflow 1.14,Stack Overflow,N/A,"{""tags"": [""python"", ""tensorflow"", ""keras""], ""question_score"": 0, ""is_accepted"": true, ""answer_id"": 58801230, ""is_answered"": false, ""question_id"": 58793607, ""item_type"": ""answer"", ""score"": 2, ""last_activity_date"": 1573474837, ""creation_date"": 1573474837, ""body"": ""A placeholder is the initial tensor-like object you use to create a symbolic graph model. (Which is the standard Keras model and old Tensorflow model). \n\nIf it can&#39;t be found, either your installation is bad or your tensorflow version is 2.0.0 (and thus uses eager mode by default - eager mode doesn&#39;t support placeholders).   \n\nTo use Tensorflow 2.0.0, it&#39;s probably better to use  instead of . (But it may be an idea to test Keras 2.3 as proposed by Matias Valdenegro)    \n\nTo fix your installation, the safest way is to create a new environment.\n\nYou should search the internet on how to create a new &quot;environment&quot; in Anaconda and in this environment you install the versions you need. This is the only safe way to install/uninstall things without breaking your previous installations. After you created this environment and installed only the versions you need, then you run your code from this environment. Unfortunately these installation issues are not easy things to tackle. \n"", ""excerpt"": ""A placeholder is the initial <span class=\""highlight\"">tensor</span>-like object you use to create a symbolic graph model. (Which is the standard Keras model and old Tensorflow model). &hellip; This is the only <span class=\""highlight\"">safe</span> way to install/uninstall things without breaking your previous installations. &hellip; "", ""title"": ""AttributeError: module &#39;tensorflow&#39; has no attribute &#39;placeholder&#39; with keras 2.2.4 tensorflow 1.14""}"

how to write a generator for keras model for predict_generator,Stack Overflow,N/A,"{""tags"": [""python"", ""tensorflow"", ""optimization"", ""keras"", ""generator""], ""question_score"": 1, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 1, ""is_answered"": true, ""question_id"": 58202668, ""item_type"": ""question"", ""score"": 1, ""last_activity_date"": 1570024819, ""creation_date"": 1570023295, ""body"": ""I have a trained keras model, and I am trying to run predictions with CPU only. I want this to be as quick as possible, so I thought I would use  with multiple workers. All of the data for my prediction tensor are loaded into memory beforehand. Just for reference, array is a list of tensors, with the first tensor having shape [nsamples, x, y, nchannels]. I made a thread-safe generator following the instructions here (I followed this when using  as well).\n\nI run predictions with my model like so,\n\nbut I don&#39;t get any speed improvement over using , regardless of the number of workers. This seemed to work well when fitting my model (i.e., getting a speed-up using a generator with multiple workers). Am I missing something in my generator? Is there a more efficient way to optimize predictions (besides using GPU)?\n"", ""excerpt"": ""All of the data for my prediction <span class=\""highlight\"">tensor</span> are loaded into memory beforehand. Just for reference, array is a list of tensors, with the first <span class=\""highlight\"">tensor</span> having shape [nsamples, x, y, nchannels]. &hellip; I made a thread-<span class=\""highlight\"">safe</span> generator following the instructions here (I followed this when using fit_generator as well).\nclass DataGeneratorPredict(keras.utils.Sequence):\n    &#39;Generates data for Keras&#39;\n    def &hellip; "", ""title"": ""how to write a generator for keras model for predict_generator""}"

tensorflow 1.13 how to use tf.searchsort safe?,Stack Overflow,N/A,"{""tags"": [""python"", ""tensorflow""], ""question_score"": 1, ""is_accepted"": false, ""has_accepted_answer"": true, ""answer_count"": 1, ""is_answered"": true, ""question_id"": 57986086, ""item_type"": ""question"", ""score"": 1, ""last_activity_date"": 1568815865, ""creation_date"": 1568787038, ""body"": ""With code \n\n\n\nI got first error\n\n\n  InvalidArgumentError (see above for traceback): Reshape cannot infer\n  the missing input size for an empty tensor unless all specified input\n  sizes are non-zero\n\n\nIt also reminded me in line 3459 of \n\n\n  tensorflow/python/ops/array_ops.py\n  \n  searchsorted \n\n\ngot\n\n\n\nBut when tensor shape contain 0 dimension,  , it will return an error. see here\n\nI want to check the tensor shape before using , and I know the dimension is \n\nSo I use \n\n\n\nThen I got my second error, and I know that  will return bool tensor, which cannot be used like bool. But I don&#39;t know how to solve my first error.\n\n\n  ValueError: Tried to convert &#39;x&#39; to a tensor and failed. Error: Cannot\n  convert an unknown Dimension to a Tensor: ?\n\n\nMy question is how to use  safe if the first error trigered by  dimension\n"", ""excerpt"": ""ValueError: Tried to convert &#39;x&#39; to a <span class=\""highlight\"">tensor</span> and failed. Error: Cannot\n  convert an unknown Dimension to a <span class=\""highlight\"">Tensor</span>: ? &hellip; My question is how to use tf.searchsort <span class=\""highlight\"">safe</span> if the first error trigered by 0 dimension &hellip; "", ""title"": ""tensorflow 1.13 how to use tf.searchsort safe?""}"

Converting Keras model to multi label output,Stack Overflow,N/A,"{""tags"": [""python"", ""machine-learning"", ""keras"", ""deep-learning"", ""conv-neural-network""], ""question_score"": 1, ""is_accepted"": false, ""has_accepted_answer"": true, ""answer_count"": 1, ""is_answered"": true, ""question_id"": 57661516, ""item_type"": ""question"", ""score"": 1, ""last_activity_date"": 1566900369, ""creation_date"": 1566836256, ""body"": ""I have a model which takes in a dataframe which looks like this \n\n\n\nwith model structure like this\n\n\n\nI realize that&#39;s a lot of code, but i what i want to do is take in a dataframe which look like this \n\n\n\nand in order to achive this i have made this following changes,\n\n\n\nbut when i run this i get, \n\n\n\nAny suggestions on how i could change this model to train this on multi label inputs.Thanks in advance.\n"", ""excerpt"": ""# Every element is Nx8 <span class=\""highlight\"">tensor</span>, where N is a batch size. &hellip; shuffle the whole dataset\n\n        next_batch = idg(files_ds).repeat().make_one_shot_iterator().get_next()\n        for i in range(max(in_len//32,1)):\n            # NOTE: if we loop here it is &#39;thread-<span class=\""highlight\"">safe</span>-ish &hellip; "", ""title"": ""Converting Keras model to multi label output""}"

TensorFlow: Is there a way to convert a frozen graph into a checkpoint model?,Stack Overflow,N/A,"{""tags"": [""python"", ""tensorflow""], ""question_score"": 17, ""is_accepted"": false, ""answer_id"": 57596363, ""is_answered"": false, ""question_id"": 45275141, ""item_type"": ""answer"", ""score"": 5, ""last_activity_date"": 1566417538, ""creation_date"": 1566407597, ""body"": ""There is a method for converting constants back to trainable variables in TensorFlow, via the Graph Editor. However, you will need to specify the nodes to convert, as I&#39;m not sure if there is a way to automatically detect this in a robust manner.\n\nHere are the steps:\n\nStep 1: Load frozen graph\n\nWe load our  file into a graph object.\n\n\n\nStep 2: Find constants that need conversion\n\nHere are 2 ways to list the names of nodes in your graph:\n\n\nUse this script to print them\n\n\n\nThe nodes you&#39;ll want to convert are likely named something along the lines of &quot;Const&quot;. To be sure, it is a good idea to load your graph in Netron to see which tensors are storing the trainable weights. Oftentimes, it is safe to assume that all const nodes were once variables.\n\nOnce you have these nodes identified, let&#39;s store their names into a list:\n\n\n\nStep 3: Convert constants to variables\n\nRun this code to convert your specified constants. It essentially creates corresponding variables for each constant and uses GraphEditor to unhook the constants from the graph, and hook the variables on.\n\n\n\nStep 4: Save result as \n\n\n\nAnd viola! You should be done at this point :) I was able to get this working myself, and verified that the model weights are preserved--the only difference is that the graph is now trainable. Please let me know if there are any issues.\n"", ""excerpt"": ""Oftentimes, it is <span class=\""highlight\"">safe</span> to assume that all const nodes were once variables. &hellip; (&#39;{}:0&#39;.format(name))\n        with tf.Session() as sess:\n            tensor_as_numpy_array = sess.run(<span class=\""highlight\"">tensor</span>)\n        var_shape = tensor.get_shape()\n        # Give each variable a name that doesn&#39;t already &hellip; "", ""title"": ""TensorFlow: Is there a way to convert a frozen graph into a checkpoint model?""}"

How to connect convolution layer with lstm layer to in seq2seq tasks?,Stack Overflow,N/A,"{""tags"": [""tensorflow"", ""conv-neural-network"", ""lstm"", ""seq2seq""], ""question_score"": 0, ""is_accepted"": false, ""answer_id"": 57401878, ""is_answered"": false, ""question_id"": 57401286, ""item_type"": ""answer"", ""score"": 2, ""last_activity_date"": 1565209636, ""creation_date"": 1565209636, ""body"": ""The RNN expects that the input is going to be sequential. Therefore, the input has the shape  or if you are processing a batch .\n\nIn your case, the input has a shape . Then, you use a convolutional layer, to learn spatial dependencies between the pixels in each video frame. Therefore, for each video frame, the convolutional layer is going to provide you a tensor with shape . Then, because you want to learn a context-dependent representation of the frames, you are safe to reshape everything that you learned for each frame in a 1D sequence.\n\nFinally, what you will provide the RNN is: .\n\nAs for the implementation, if we assume that you have 2 videos, and each video has 5 frames, where each frame has width and height of 10 and 3 channels, this is what you should do:\n\n\n\nPlease note that I have hardcoded some of the variables in the code for simplicity.\n\nI hope that this helps you!\n"", ""excerpt"": ""Therefore, for each video frame, the convolutional layer is going to provide you a <span class=\""highlight\"">tensor</span> with shape [activation_map_width, activation_map_height, number_of_filters]. &hellip; Then, because you want to learn a context-dependent representation of the frames, you are <span class=\""highlight\"">safe</span> to reshape everything that you learned for each frame in a 1D sequence. &hellip; "", ""title"": ""How to connect convolution layer with lstm layer to in seq2seq tasks?""}"

List not populated correctly unless use PyTorch clone(),Stack Overflow,N/A,"{""tags"": [""machine-learning"", ""deep-learning"", ""pytorch""], ""question_score"": 1, ""is_accepted"": true, ""answer_id"": 54853134, ""is_answered"": false, ""question_id"": 54852644, ""item_type"": ""answer"", ""score"": 1, ""last_activity_date"": 1564767475, ""creation_date"": 1551020200, ""body"": ""\nFirst of all, I am going to reproduce your case. I will use very simple model:\n\nCode:\n\n\n\nOutput:\n\n\n\nOk, it works well. Let&#39;s now look at :\n\nCode:\n\n\n\nOutput:\n\n\n\nOk, it is not what we want, but actually it is expected behavior. If you look once again, you will see that values in the list correspond to weights values from second epoch. That means we were appending not new tensors, but assignments that point to real weights storage, and that&#39;s why we just have the same final results.\n\nIn other words, you are getting the same values when using regular append, because gradients still propagate to the original weights tensor. And appended &quot;weights tensors&quot; are pointing to the same tensor from model that changes during backprop. \n\nThat&#39;s why you need to use  to create a new tensor, BUT it is recommended to use  whereas  is recorded to computational graph, this means if you backprop through this cloned tensor, \n\n\n  Gradients propagating to the cloned tensor will propagate to the original tensor. clone docs\n\n\nSo, if you want to append your weights safely use this:\n\n\n"", ""excerpt"": ""And appended &quot;weights tensors&quot; are pointing to the same <span class=\""highlight\"">tensor</span> from model that changes during backprop. &hellip; <span class=\""highlight\"">tensor</span>, \n\n\n  Gradients propagating to the cloned <span class=\""highlight\"">tensor</span> will propagate to the original <span class=\""highlight\"">tensor</span>. clone docs\n\n\nSo, if you want to append your weights safely use this:\n\nweights.append(model.fc2.weight.data.clone &hellip; "", ""title"": ""List not populated correctly unless use PyTorch clone()""}"

How to fix &#39;Expected object of scalar type Float but got scalar type Double for argument #4 &#39;mat1&#39;&#39;?,Stack Overflow,N/A,"{""tags"": [""pytorch"", ""lstm""], ""question_score"": 1, ""is_accepted"": true, ""answer_id"": 57081912, ""is_answered"": false, ""question_id"": 57076709, ""item_type"": ""answer"", ""score"": 1, ""last_activity_date"": 1563386916, ""creation_date"": 1563386916, ""body"": "" does not need any initialization, as it&#39;s initialized to zeros by default (see documentation).\nFurthermore,  already has predefined  method, so one can move module to GPU simply, hence you can safely delete .\n\nYou have this error because your  is of type , while modules by default use  (as it&#39;s accurate enough, faster and smaller than ).\nYou can cast your input Tensors by calling , in your case it could look like that:\n\n\n\nFinally, there is no need for  argument if it&#39;s always zeroes, you can simply use:\n\n\n\nas  is zeroes by default as well.\n"", ""excerpt"": ""torch.nn.LSTM does not need any initialization, as it&#39;s initialized to zeros by default (see documentation).\nFurthermore, torch.nn.Module already has predefined cuda() method, so one can move module t &hellip; "", ""title"": ""How to fix &#39;Expected object of scalar type Float but got scalar type Double for argument #4 &#39;mat1&#39;&#39;?""}"

How to reshape a tensor in Eigen3?,Stack Overflow,N/A,"{""tags"": [""c++"", ""tensor"", ""eigen3""], ""question_score"": 2, ""is_accepted"": false, ""answer_id"": 57044397, ""is_answered"": false, ""question_id"": 56985731, ""item_type"": ""answer"", ""score"": 3, ""last_activity_date"": 1563210761, ""creation_date"": 1563210761, ""body"": ""You can&#39;t mix different  for Tensor operations (that is the implicit 4th template parameter of ). This also means the type of the  must match the . By default,  uses  which is the same as . You can either write this instead of  (similar for )\n\n\n\nor you replace  by .\nOf course making s for both will safe you some typing and will simplify refactoring, if you ever need to do that.\n"", ""excerpt"": ""You can either write this instead of Eigen::<span class=\""highlight\"">Tensor</span>&lt;int,4&gt; (similar for <span class=\""highlight\"">Tensor</span>&lt;int,2&gt;)\n\nEigen::<span class=\""highlight\"">Tensor</span>&lt;int, 4, 0, int&gt;\n\n\nor you replace std::array&lt;int, 2&gt; by std::array&lt;Eigen::Index, 2&gt;. &hellip; Of course making typedefs for both will <span class=\""highlight\"">safe</span> you some typing and will simplify refactoring, if you ever need to do that. &hellip; "", ""title"": ""How to reshape a tensor in Eigen3?""}"

Why does model.losses return regularization losses?,Stack Overflow,N/A,"{""tags"": [""python"", ""tensorflow"", ""keras"", ""tensorflow2.0"", ""eager-execution""], ""question_score"": 10, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 1, ""is_answered"": true, ""question_id"": 56693863, ""item_type"": ""question"", ""score"": 10, ""last_activity_date"": 1561098102, ""creation_date"": 1561064685, ""body"": ""I have met a snippet of code of tensorflow 2.0, which is used for calculating the loss. The total loss is composed of two parts: 1) regularization loss, 2) prediction loss. My question is why  is regularization loss?  here is an instance of . I&#39;m kind of confused by the tensorflow official API documentation. tf.keras.Model, it says\n\nLosses which are associated with this Layer.\nVariable regularization tensors are created when this property is accessed, so it is eager safe: accessing losses under a  will propagate gradients back to the corresponding variables.\n\nWhy could we get regularization loss via accessing  property? Also, what is eager safe? If  property is returning regularization loss, why is it named  instead of ?\n\n"", ""excerpt"": ""Variable regularization tensors are created when this property is accessed, so it is eager <span class=\""highlight\"">safe</span>: accessing losses under a tf.GradientTape will propagate gradients back to the corresponding variables. &hellip; Also, what is eager <span class=\""highlight\"">safe</span>? If losses property is returning regularization loss, why is it named losses instead of regularization_loss? &hellip; "", ""title"": ""Why does model.losses return regularization losses?""}"

How to set a fixed and proper Sequence Length in the Sentiment Analysis using LSTM?,Stack Overflow,N/A,"{""tags"": [""machine-learning"", ""text"", ""nlp"", ""lstm"", ""recurrent-neural-network""], ""question_score"": 1, ""is_accepted"": false, ""answer_id"": 56670760, ""is_answered"": false, ""question_id"": 56613410, ""item_type"": ""answer"", ""score"": 3, ""last_activity_date"": 1560956513, ""creation_date"": 1560956513, ""body"": ""I will be assuming that you are implementing either a Keras or TensorFlow RNN in this answer, but really any other tool applies as well.\n\nFirst thing to mention is that you are not always forced to select a single sequence length. By defining the appropriate timesteps dimension of the input shape in your neural network as , you can have varying sequence lengths between different batches. The only restriction is that the sequence length within a single batch will have to be equivalent, and this is because of the predefined shape property of Tensors. Hence, you can feed in batches of say 50, 100, and 150 lengths of sequences to your neural network and see how it performs.\n\nHowever, setting a single sequence length is often preferred as it&#39;s more intuitive and easier to work with. You can simply train different models where the only changing variable is sequence length, and compare their validation accuracy. Different tasks will have different optimal sequence lengths: sentiment analysis may be performed with shorter sequence lengths whereas language models are generally performed with longer sequence lengths. A safe approach would be to take the median sequence length of your dataset.\n\nA perhaps safer approach is to either take the maximum sequence length, or a sequence length that doesn&#39;t result in a lot sentences getting truncated. However, this depends on your architecture. This approach will potentially work better with a concept like Convolutional RNNs (Kim et. al., 2014) where we use sliding windows to go over the sequence in short timesteps (3, 5, etc.) just like we would to a image with CNNs. Another potential direction is the local attention mechanism (Luong et. al., 2015), which adaptively focuses on a distinct subset of the hidden states derived from the input sequences. Then again, the sequence length is obviously a parameter to experiment with and we can&#39;t have a definite answer.\n"", ""excerpt"": ""A <span class=\""highlight\"">safe</span> approach would be to take the median sequence length of your dataset. &hellip; "", ""title"": ""How to set a fixed and proper Sequence Length in the Sentiment Analysis using LSTM?""}"

Can I remove gcc compiler after tensorflow installation?,Stack Overflow,N/A,"{""tags"": [""tensorflow"", ""gcc"", ""infrastructure""], ""question_score"": 1, ""is_accepted"": false, ""has_accepted_answer"": true, ""answer_count"": 1, ""is_answered"": false, ""question_id"": 56258885, ""item_type"": ""question"", ""score"": 1, ""last_activity_date"": 1558536866, ""creation_date"": 1558534441, ""body"": ""I&#39;m sorry if this is not the right place to ask this.  If it is not, let me know and I&#39;ll close this question.\n\nI&#39;m trying to set up an environment for a bot we are working on, and part of that will require installing gcc on a server so we can install tensorflow.  However, my company has decided that compilers are unsafe, so part of the process for production will require removing the compiler from the server after a set amount of time. After tensor flow is installed, will it be safe to remove the gcc compiler from the server, or will it break my installation?\n"", ""excerpt"": ""After <span class=\""highlight\"">tensor</span> flow is installed, will it be <span class=\""highlight\"">safe</span> to remove the gcc compiler from the server, or will it break my installation? &hellip; "", ""title"": ""Can I remove gcc compiler after tensorflow installation?""}"

Extremely large gradient in last layer and small in the rest,Stack Overflow,N/A,"{""tags"": [""neural-network"", ""pytorch"", ""data-science"", ""backpropagation"", ""transformer-model""], ""question_score"": 4, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 56063210, ""item_type"": ""question"", ""score"": 4, ""last_activity_date"": 1557416837, ""creation_date"": 1557416837, ""body"": ""I’m very new to training neural nets but foolishly tried to implement my own novel architecture. It’s very similar to a transformer, in that the pipeline takes in a “batch of articles headlines” tensor, passes it through the encoder half of the Transformer, then through several transformations and versions of the transformer encoder. The output is then summed into a single vector and softmaxed. I also wrote a custom loss function.\n\nWhen I graph the average gradients per layer, it looks like this.\n\n(The last layer’s gradients are huge and the rest are barely existent. This is after clipping gradient to 0.25; before that the last layer&#39;s gradient was at around 1e7)\n\nHere’s my relevant code:\n\n\n\nThe layer with the large gradients is the coefficients and biases for a LayerNorm layer at the end of the transformer-esque architecture\n"", ""excerpt"": ""It’s very similar to a transformer, in that the pipeline takes in a “batch of articles headlines” <span class=\""highlight\"">tensor</span>, passes it through the encoder half of the Transformer, then through several transformations and &hellip; torch.Tensor(batch_size, len(assets))&gt;\n&quot;&quot;&quot;\ndef loss_f(model, XY):\n    examples, prices = XY\n    portfolios = torch.stack([model.forward(ex) for ex in examples], dim=0)\n    prices = Variable(prices)\n\n    # <span class=\""highlight\"">safe</span> &hellip; "", ""title"": ""Extremely large gradient in last layer and small in the rest""}"

Restoring const-correctness for NN forward pass,Stack Overflow,N/A,"{""tags"": [""libtorch""], ""question_score"": 0, ""is_accepted"": false, ""has_accepted_answer"": false, ""answer_count"": 0, ""is_answered"": false, ""question_id"": 55752123, ""item_type"": ""question"", ""score"": 0, ""last_activity_date"": 1555613311, ""creation_date"": 1555613311, ""body"": ""I am trying to implement a simple neural network using pytorch/libtorch. The following example is adapted from the libtorch cpp frontend tutorial.\n\n\n\nNote that the function  is declared . The code I am writing requires the evalutation of the NN to be a const function, which seems reasonable to me.\nThis code does not compile though. The compiler throws\n\n\n  error: no match for call to ‘(const torch::nn::Linear) (at::Tensor&amp;)’\n  x = linear1(x);\n\n\nI have found a way around this though, by defining the layers to be :\n\n\n\nSo my question is  \n\n\nWhy is the application of a layer on a tensor not \nIs using  the way to fix this and is it safe?\n\n\nMy intuition is that in the forward pass, the layers get assembled into a structure that can be used for the back-propagation, requiring some writing operation. If that&#39;s true, the question becomes how to assemble the layers in a first (non-) step and then evaluate the structure in a second () step.\n"", ""excerpt"": ""#include &lt;torch/torch.h&gt;\nstruct DeepQImpl : torch::nn::Module {\n    DeepQImpl(size_t N)\n        : linear1(2,5),\n          linear2(5,3) {}\n    torch::<span class=\""highlight\"">Tensor</span> forward(torch::<span class=\""highlight\"">Tensor</span> x) const {\n        x = &hellip; const\nIs using mutable the way to fix this and is it <span class=\""highlight\"">safe</span>? &hellip; "", ""title"": ""Restoring const-correctness for NN forward pass""}"

How to change retrain.py to take in a b64 image,Stack Overflow,N/A,"{""tags"": [""tensorflow""], ""question_score"": 0, ""is_accepted"": true, ""answer_id"": 55680492, ""is_answered"": false, ""question_id"": 55680023, ""item_type"": ""answer"", ""score"": 0, ""last_activity_date"": 1555358146, ""creation_date"": 1555280019, ""body"": ""take a look at this post, it contains the info you need. If not, then reply and I&#39;ll help you prepare some code, you probbably need the url safe b64 variant though. \n\nEDIT\n\nyour code is a bit confusing, I don&#39;t think the input is already connected to your graph, have you looked at the graph  with tf.summary.FileWriter(&#39;output folder&#39;, sess.graph)?\n\nI&#39;m gonna gradually try to explain how you build some layers in front of your model, with some examples, this code should not be in retrain.py and can be ran after you trained the model.\n\n1) Load your tensorflow model in if it is build with savedModelBuilder or the simple save thing you can do it like this:\n\n\n\nThe tagconstants can be checked with the saved_model_cli tool, it is possible that this has to be empty [] in your case.\n\n2) add the layers/tensors you need, you need something that accept a byte string, or base 64 in this case, that decodes it and transforms it into a 3D image:\n\n\n\nThe other tensors like converting to float, dim_expanding and reshaping should already be in the graph if you got it from retrain.py.\n\n3) implement them into your graph by feeding them into it.\n\n\n\n4) create a saved model and check if everything is like you want it to be!\n\n\n\n5) if you get errors try to debug them with tensorboard\n\n\n\nI hoped I helped a bit, this code will not work from the first try, you need to puzzle with some parts. If you truly cannot succeed, then you should share the model, maybe I can do it then and share the code with you, if I have time.\n"", ""excerpt"": ""If not, then reply and I&#39;ll help you prepare some code, you probbably need the url <span class=\""highlight\"">safe</span> b64 variant though. &hellip; "", ""title"": ""How to change retrain.py to take in a b64 image""}"

How to get data from Tensor object in c++,Stack Overflow,N/A,"{""tags"": [""c++"", ""tensorflow"", ""eigen""], ""question_score"": 2, ""is_accepted"": false, ""answer_id"": 54647457, ""is_answered"": false, ""question_id"": 54641650, ""item_type"": ""answer"", ""score"": 7, ""last_activity_date"": 1549983986, ""creation_date"": 1549965902, ""body"": ""The  class allows you to access its contents through several methods. With  you get a flattened version of the array,  gives you a full Eigen tensor, and then there are a few other like / (like  with number of dimensions fixed to 1 or 2) and // (gives you a tensor with some dimensions collapsed). You can use the one that suits you best. In this case, for example if you want to print all the values in the tensor, you can use  and compute the corresponding offset or use  if you know that the number of dimensions is 4:\n\n\n\nNote that, although these methods create  objects, which are not really expensive, you may prefer to call them only once and then query the tensor object multiple times. For example:\n\n\n\nEDIT:\n\nIf you want to obtain a pointer to the data of the tensor (for example to build another object from the same buffer avoiding copies or iteration), you can also do that. One option is to use the  method, which returns a , which is in turn a , which is just a polyfill for . So the  method of this object will give you a pointer to the underlying byte buffer for the tensor (note the warning in the documentation of : &quot;the underlying tensor buffer is refcounted&quot;, so do not let the returned object be destroyed while you use the buffer). You can therefore do:\n\n\n\nThis however gives you a pointer to  so you would have to cast it to use it as float. It should be safe, but it looks ugly, so you can let Eigen do that for you. All Eigen objects have a  method that returns a pointer of its type to the underlying buffer. For example:\n\n\n"", ""excerpt"": ""For example:\n\n// Make <span class=\""highlight\"">tensor</span>\ntf::TTypes&lt;float_t, 4&gt;::<span class=\""highlight\"">Tensor</span> outputTensor0 = outputs[0].<span class=\""highlight\"">tensor</span>&lt;float_t, 4&gt;();\n// Query <span class=\""highlight\"">tensor</span> multiple times\nfor (...)\n{\n    std::cout &lt;&lt; outputTensor0(ni, hi, wi, ci) &lt;&lt; &hellip; It should be <span class=\""highlight\"">safe</span>, but it looks ugly, so you can let Eigen do that for you. All Eigen objects have a .data method that returns a pointer of its type to the underlying buffer. &hellip; "", ""title"": ""How to get data from Tensor object in c++""}"

Tensorflow Projected Gradient Descent with Box Constraints using native Optimizer&#39;s apply_gradients,Stack Overflow,N/A,"{""tags"": [""tensorflow"", ""gradient-descent""], ""question_score"": 0, ""is_accepted"": false, ""answer_id"": 54263151, ""is_answered"": false, ""question_id"": 54186685, ""item_type"": ""answer"", ""score"": 0, ""last_activity_date"": 1547859177, ""creation_date"": 1547858765, ""body"": ""In tf.get_variable there is a constraint parameter, I guess you can use it to do your box constraints on the weights variable, using  tf.clip_by_value as projection function.\n\n\n  constraint: An optional projection function to be applied to the variable after being updated by an Optimizer (e.g. used to implement norm constraints or value constraints for layer weights). The function must take as input the unprojected Tensor representing the value of the variable and return the Tensor for the projected value (which must have the same shape). Constraints are not safe to use when doing asynchronous distributed training.\n\n"", ""excerpt"": ""The function must take as input the unprojected <span class=\""highlight\"">Tensor</span> representing the value of the variable and return the <span class=\""highlight\"">Tensor</span> for the projected value (which must have the same shape). &hellip; Constraints are not <span class=\""highlight\"">safe</span> to use when doing asynchronous distributed training. &hellip; "", ""title"": ""Tensorflow Projected Gradient Descent with Box Constraints using native Optimizer&#39;s apply_gradients""}"

"Is this declaration of an Eigen::Tensor in C++ safe, or buggy? And should I submit an issue for it?",Stack Overflow,N/A,"{""tags"": [""c++"", ""type-conversion"", ""eigen"", ""tensor""], ""question_score"": 2, ""is_accepted"": false, ""has_accepted_answer"": true, ""answer_count"": 1, ""is_answered"": true, ""question_id"": 54233187, ""item_type"": ""question"", ""score"": 2, ""last_activity_date"": 1547719219, ""creation_date"": 1547718786, ""body"": ""Using Eigen&#39;s unsupported Tensor module, if I do:\n\n\n\nI get the following error:\n\n\n\nBut the code compiles OK if I explicitly cast the dimensions to long int:\n\n\n\nQuestions:\n\n\nFor what size variable will this become unsafe? If at all?\nSurely Eigen should be generally accepting a  type as a dimension argument? Should I file a bug report for this or is it intended behaviour here?\n\n\nI&#39;m using C++11, clang on Mac OSX (haven&#39;t tested other platforms).\n"", ""excerpt"": ""Using Eigen&#39;s unsupported <span class=\""highlight\"">Tensor</span> module, if I do:\n\n    size_t dim0 = 3;\n    size_t dim1 = 2;\n    size_t dim2 = 4;\n    Eigen::<span class=\""highlight\"">Tensor</span>&lt;double, 3&gt; var(dim0, dim1, dim2);\n\n\nI get the following error:\n\n/usr/ &hellip; local/include/eigen3/unsupported/Eigen/CXX11/src/<span class=\""highlight\"">Tensor</span>/TensorDimensions.h:287:167: error: non-constant-expression cannot be narrowed from type &#39;unsigned long&#39; to &#39;std::__1::array&lt;long, 3&gt;::value_type&#39; &hellip; "", ""title"": ""Is this declaration of an Eigen::Tensor in C++ safe, or buggy? And should I submit an issue for it?""}"

