repo_url,commit_hash,model_file_path,serialization_format,message,author,date,is_in_commit,change_status,elapsed_days
sonoisa/sentence-bert-base-ja-mean-tokens,332c1193c5a913916c0702f2769ca7f55c8addaf,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (f4bcb30ca8a430e555639a296a0e995a8e92ce0a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Isao Sonobe,2024-04-17 07:40:03,True,+,572
sonoisa/sentence-bert-base-ja-mean-tokens-v2,95600a1d6309f195dd596c974805f6ed9badf162,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (ca63767eb61c7afbd46b546e6ab7f1ce978f0b30)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Isao Sonobe,2024-04-17 07:39:38,True,+,572
socialmediaie/TRAC2020_IBEN_A_bert-base-multilingual-uncased,3960b2946a3e5238ae86fdbcc8b37a8178647551,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (9a54db77fd659993b85f467d254377f517ceb8e7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",SHUBHANSHU MISHRA,2024-04-27 14:20:51,True,+,582
shibing624/text2vec-base-chinese,4aedd18edec668a8e716d95eda081aba8151ffd3,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#23)


- Adding `safetensors` variant of this model (ddb5b8a862d1a2fb19b7658a8715ca5c8b808f4f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ming Xu (徐明),2024-04-03 03:03:24,True,+,558
shibing624/macbert4csc-base-chinese,735697a74f29a6f1606f2006edb2ad49f5d9edca,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (daa072553ffaa7971100591191ac0cf3a2e64446)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",xuming,2023-03-18 21:45:52,True,+,176
shibing624/code-autocomplete-distilgpt2-python,6186722be53e409bfa3a85a242c9b31ca9afc5dc,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (a2d19b83ac0878159f9b424853a1149359608607)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",xuming,2023-03-18 21:45:59,True,+,176
seongju/klue-tc-bert-base-multilingual-cased,85071bca09b6430e7dbc12051510d461a36fe251,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (52c57221813c1ed4640ca0f33a4e654e8ed86e8b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",jeonseongju,2024-05-10 02:40:25,True,+,595
sentence-transformers/xlm-r-large-en-ko-nli-ststb,35201655719d9d3ed78df92a9348eb084b91b6a8,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (c54b79771dacaf60b02430dcb6cb2d814b3b13a4)",Tom Aarsen,2024-03-27 08:53:30,True,+,551
sentence-transformers/xlm-r-distilroberta-base-paraphrase-v1,5be3be6e09534c0b49cb8adbb3b49d94cd685098,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (bb5e6ade0a7d18e499f38463fdc7af1b62721b85)",Tom Aarsen,2024-03-27 09:16:46,True,+,551
sentence-transformers/xlm-r-bert-base-nli-stsb-mean-tokens,35a784efbf7d872088af465d863ad66dbbea375f,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a4ae702953e61edc5755fa67a577b4607a7d839a)",Tom Aarsen,2024-03-27 09:14:37,True,+,551
sentence-transformers/xlm-r-bert-base-nli-mean-tokens,f79e1fa99c6ed989862a4e24f35f2ac2469e9a9a,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (becdb8572bb1a4fba569f92556cc9330d12bbe85)",Tom Aarsen,2024-03-27 09:08:28,True,+,551
sentence-transformers/xlm-r-base-en-ko-nli-ststb,f8651fd62656e7f108df154d67dc7f1a3ad05ba8,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (c461385c332040cb1564f959c146c5e36fdf945e)",Tom Aarsen,2024-03-27 09:07:46,True,+,551
sentence-transformers/xlm-r-100langs-bert-base-nli-stsb-mean-tokens,6d32817606c2ff90bd03e445ef39766f9ef26da5,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5fcceca5694d961caad0a4e9bbee1ac65dafa699)",Tom Aarsen,2024-03-27 09:04:57,True,+,551
sentence-transformers/xlm-r-100langs-bert-base-nli-mean-tokens,854e6060a787bfaff86b318d553703b7480cfebf,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (173cc1c51e85b241527a7d2863a1250773b1367f)",Tom Aarsen,2024-03-27 09:04:11,True,+,551
sentence-transformers/stsb-xlm-r-multilingual,e33c331c9f771a2d5ee0b434a970d22281e3fc3e,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (2ff4902a66394c555528372ad0e1245fcbfb1174)",Tom Aarsen,2024-03-27 09:01:13,True,+,551
sentence-transformers/stsb-roberta-large,b1d6c7bcd4f61e34a6926d1d4481fcf58e96bcfc,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (65cf2c88e6dcc772245cedea5ef95715e4318d97)",Tom Aarsen,2024-03-27 09:00:23,True,+,551
sentence-transformers/stsb-roberta-base,c970884dfa57c16ca48310e079468094aa865531,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (3e480a937e59c096723322bbf185f84f2fb59849)",Tom Aarsen,2024-03-27 08:58:35,True,+,551
sentence-transformers/stsb-roberta-base-v2,9919a49ca0fcbc219da4cbfad08ab35af6768436,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (9bfbf1526f3a508f0b328e6cafa3d13a8d8ea905)",Tom Aarsen,2024-03-27 08:59:20,True,+,551
sentence-transformers/stsb-mpnet-base-v2,f3c79764f0081ddd28b219f5aca81958d134d091,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (421b3b7e24fdf24f0e2a4ad0aaed0b1d92807284)",Tom Aarsen,2024-03-27 08:57:11,True,+,551
sentence-transformers/stsb-distilroberta-base-v2,8668ceeff44ec950367082edbaeab5710067c3a1,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (144ad5a0dc7ded6d29a219bf0e7efeab0b637381)",Tom Aarsen,2024-03-27 08:56:24,True,+,551
sentence-transformers/stsb-distilbert-base,82ad392c08f81be9be9bf065339670b23f2e1493,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (6ab96895dd30eb687bba50c006f6c2b53e43ad7a)",Tom Aarsen,2024-03-27 08:55:49,True,+,551
sentence-transformers/stsb-bert-large,791e39df22fa496a83befe659fc0909f202b398f,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (7ef8b7c7492a09fbef2a54dc5673adca08815d56)",Tom Aarsen,2024-03-27 08:55:07,True,+,551
sentence-transformers/stsb-bert-base,2ef9618ddfe5b7e87d163b6233e161e757989c78,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (c4c4feab36407bc0ee601fa8d22d0f0bab5d54de)",Tom Aarsen,2024-03-27 08:54:01,True,+,551
sentence-transformers/sentence-t5-xxl,4d122282ba80e807e9e6eb8c358269e92796365d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (236488480fa32565e7410f273b4be79c16c85a74)
- Adds /tmp/tmp0sk0jvo8/modelss--sentence-transformers--sentence-t5-xxl/2_Dense/model.safetensors (c64308d4116ed3fdfec70cd8518cc85b29a66930)",Tom Aarsen,2024-03-27 09:17:03,True,+,551
sentence-transformers/sentence-t5-xxl,4d122282ba80e807e9e6eb8c358269e92796365d,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (236488480fa32565e7410f273b4be79c16c85a74)
- Adds /tmp/tmp0sk0jvo8/modelss--sentence-transformers--sentence-t5-xxl/2_Dense/model.safetensors (c64308d4116ed3fdfec70cd8518cc85b29a66930)",Tom Aarsen,2024-03-27 09:17:03,True,+,551
sentence-transformers/sentence-t5-xl,2965d31b368fb14117688e0bde77cbd720e91f53,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (f07b57bd2d8c16c74d12b4f832424c58ba6218c3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 08:44:30,True,+,551
sentence-transformers/sentence-t5-xl,2965d31b368fb14117688e0bde77cbd720e91f53,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (f07b57bd2d8c16c74d12b4f832424c58ba6218c3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 08:44:30,True,+,551
sentence-transformers/sentence-t5-large,7f77100e0c564a5c2faeebd3cac0e5c1771b257e,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (08dedf6f30b3b53987660e8494224de74e59181d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 08:44:21,True,+,551
sentence-transformers/sentence-t5-large,7f77100e0c564a5c2faeebd3cac0e5c1771b257e,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (08dedf6f30b3b53987660e8494224de74e59181d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 08:44:21,True,+,551
sentence-transformers/sentence-t5-base,50c53e206f8b01c9621484a3c0aafce4e55efebf,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (4fc3fe3306a0698b9d58e9b7331db77550f29606)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 08:42:56,True,+,551
sentence-transformers/sentence-t5-base,50c53e206f8b01c9621484a3c0aafce4e55efebf,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (4fc3fe3306a0698b9d58e9b7331db77550f29606)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 08:42:56,True,+,551
sentence-transformers/roberta-large-nli-stsb-mean-tokens,7ff333a6a52f79445997afa3ba81e8fefdc27e2b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5ba5530d59f64f11df72dd207008ec633a11c718)",Tom Aarsen,2024-03-27 08:42:48,True,+,551
sentence-transformers/roberta-large-nli-mean-tokens,34a4b71e72c7ecd61de821db2bddf4670991b43a,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (b44909213819f2cc7055bb46a2d8a168617f6817)",Tom Aarsen,2024-03-27 08:41:55,True,+,551
sentence-transformers/roberta-base-nli-stsb-mean-tokens,def073de90e5393f053ac3ab9d49230f59a97eeb,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (12871c096b3e75210d0b0672b218ba7fe9658b07)",Tom Aarsen,2024-03-27 08:41:09,True,+,551
sentence-transformers/roberta-base-nli-mean-tokens,d1da377c6908538621ebf2c3043c11bb96742d02,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (4a75d9a705768bd4ae50582cc53f72da2a61aef9)",Tom Aarsen,2024-03-27 08:40:33,True,+,551
sentence-transformers/quora-distilbert-multilingual,2c5a3f7413bdcc544c2a5cbe48e86dd8230a0875,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (450e6fe4ac04fe1673d9289541e031bfbdcff421)",Tom Aarsen,2024-03-27 08:39:36,True,+,551
sentence-transformers/quora-distilbert-base,4dd7882203c193103030fa3fa8cf9211c1898e2b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5254d50489beb92962ddac0c01f822536230348e)",Tom Aarsen,2024-03-27 08:38:25,True,+,551
sentence-transformers/paraphrase-xlm-r-multilingual-v1,9df88080e03c09181139a92fdf0423f84a79852d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (e153af4445c7881e26a1315de1d7554ebddea78c)",Tom Aarsen,2024-03-27 08:22:07,True,+,551
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,79f2382ceacceacdf38563d7c5d16b9ff8d725d6,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (67e6fb1b804014d3dd9c86e4fc1cdc639e2e0126)


Co-authored-by: Derek Thomas <derek-thomas@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 08:19:38,True,+,551
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,bf3bf13ab40c3157080a7ab344c831b9ad18b5eb,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#13)


- Adding `safetensors` variant of this model (6c0b8e484a4cc578c4ba81a5c2979ffa6ec971d3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 08:18:24,True,+,551
sentence-transformers/paraphrase-mpnet-base-v2,e6981e53cb32c6c6aea497dc8e9a95bc9be2aa9d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5c5ef5db99244530e7df63f5359d2e3549509c62)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-07 10:56:16,True,+,531
sentence-transformers/paraphrase-distilroberta-base-v2,06dcb7cae0d5e1a49b1f95e60183ec6e62eb6ff3,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (ffd2187f88ec3ea7bbd03df050effa88c614a982)",Tom Aarsen,2024-03-27 08:17:59,True,+,551
sentence-transformers/paraphrase-distilroberta-base-v1,0520e7529d15c250345a95871495ea016ca93754,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (6ca26acf9d99638591c0a02dfbcc30b1ac343a82)",Tom Aarsen,2024-03-27 08:16:40,True,+,551
sentence-transformers/paraphrase-albert-small-v2,08663f27e632f8215246d80118296ebc05b717a8,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (997ea802d4e542aef9878e6ca7d8225ac5a4b91e)",Tom Aarsen,2024-03-27 08:15:35,True,+,551
sentence-transformers/paraphrase-albert-base-v2,d4c0c754b99d6e421a0e43c4207e5ef7a08eb56b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a8c80b06241eadda888494dd42248bb8e0d0e26b)",Tom Aarsen,2024-03-27 08:13:41,True,+,551
sentence-transformers/paraphrase-TinyBERT-L6-v2,fecbdb9ef0fc293f5a87ed43e47454ff099ed241,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (0b21853332bb4fce0aeb0e8e6f5149ffbe2b0c4a)",Tom Aarsen,2024-03-27 08:12:17,True,+,551
sentence-transformers/paraphrase-MiniLM-L6-v2,3bf4ae7445aa77c8daaef06518dd78baffff53c9,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (081bc86fd45e36b56c9f49b54b06375ec6c1c64f)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 08:10:05,True,+,551
sentence-transformers/paraphrase-MiniLM-L3-v2,54825a6a5a83f5d98d318ba2a11bfd31eb906f06,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (c6ea04cba75001bdccd53dd81abce1f7dfde5ee5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 08:09:47,True,+,551
sentence-transformers/paraphrase-MiniLM-L12-v2,3ab2765205fa23269bcc8c8e08ae5b1c35203ab4,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (d4272be2fae2dbb68d5da3d0ab7244a25f345e9e)",Tom Aarsen,2024-03-27 08:09:14,True,+,551
sentence-transformers/nq-distilbert-base-v1,5466205c3ef9d82aac950f2e73ed1b314a9ad6ec,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (7d727af144a75d6119e5779957fc54531bff9849)",Tom Aarsen,2024-03-27 08:08:38,True,+,551
sentence-transformers/nli-roberta-large,4f7f128271364e40a8911535d71b7bbb13f58b61,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (149a6cb697c4ac689dcef2e5c500dbd2983dfee9)",Tom Aarsen,2024-03-27 08:07:35,True,+,551
sentence-transformers/nli-roberta-base,8ba7fbc3a03b6825774f3bedad61f3a991c5638f,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (3fa85bd56f2fc111d644b8de910be319f32463a2)",Tom Aarsen,2024-03-27 08:05:57,True,+,551
sentence-transformers/nli-roberta-base-v2,498b41c9bf82da52f1540f1f564eff73660c404d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (2054d3ff75254c12641a73fd79a94839e1d53898)",Tom Aarsen,2024-03-27 08:06:44,True,+,551
sentence-transformers/nli-mpnet-base-v2,8cec56752e45f390aded34896350e67fcc8fefda,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (94957ae306b2163125ea7d8256ca4d31857b0dc2)",Tom Aarsen,2024-03-27 08:04:57,True,+,551
sentence-transformers/nli-distilroberta-base-v2,8a14c8117e7202379746cda98c0e4d8b32a3e923,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (92664a118a80e15efa5d07679bf61c1ddd9507c0)",Tom Aarsen,2024-03-27 08:04:12,True,+,551
sentence-transformers/nli-distilbert-base,e09576028acf1773fdccd3422a07370be28d7978,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (9eb34c26905efa9014c6eb9300364f84a969d11e)",Tom Aarsen,2024-03-27 08:02:31,True,+,551
sentence-transformers/nli-distilbert-base-max-pooling,713fcb525978ae4369f614806f00983111abfd60,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (981e85d766adcc97f501b69bf873cdfcfccd5694)",Tom Aarsen,2024-03-27 08:03:09,True,+,551
sentence-transformers/nli-bert-large,39541f56c5bcdb8cb0e1763eaf1f6c576862162d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (fafabf1fcbff9f7a260d25bb1a9894c2c1507835)",Tom Aarsen,2024-03-27 07:52:48,True,+,551
sentence-transformers/nli-bert-large-max-pooling,21d57cac966f9f7c498bde54d89d552ca906a9c6,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (821956adbe7c72b33879db6ea1da20358dc25f25)",Tom Aarsen,2024-03-27 07:55:16,True,+,551
sentence-transformers/nli-bert-large-cls-pooling,c6f71802e8fa4390def3cadd438b5505047c76b7,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (01155ea55766b6e7065130f2286ca256ffb0711c)",Tom Aarsen,2024-03-27 07:54:13,True,+,551
sentence-transformers/nli-bert-base,4cd4cd8f0308614c2c213ce996790912823e1ab4,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (3fe9bf86fbb4ea2963489d493183b482bbe7f025)",Tom Aarsen,2024-03-27 07:48:46,True,+,551
sentence-transformers/nli-bert-base-max-pooling,7393b546e94efe7db1c7b0cd038e9bf983572868,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (bb36a9a0a7787bb32e67340259bbb14c6d865345)",Tom Aarsen,2024-03-27 07:51:25,True,+,551
sentence-transformers/nli-bert-base-cls-pooling,6241c0d615e58d810c5b5d3ce67beb005eeadccd,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (9a891720f06701111dc84f818f7544637a7e0718)",Tom Aarsen,2024-03-27 07:49:34,True,+,551
sentence-transformers/multi-qa-mpnet-base-dot-v1,39c51f707d95c3c40f68b47f1df9ae52319da356,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (ad0f5e2898bc4c36f4c194c53f07d93ba4b02706)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 07:46:54,True,+,551
sentence-transformers/multi-qa-mpnet-base-cos-v1,892b36c151c41db91e84d97d9274bf8cf1227dc0,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (3b6049085bc31c031900c4f11cac0f29ffcf3c26)",Tom Aarsen,2024-03-27 07:46:43,True,+,551
sentence-transformers/multi-qa-distilbert-dot-v1,25598ad09fb258fe52c49ded5b2840381793db91,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (bc2e795d49249a84e7dda2881ed5c6f7621ca145)",Tom Aarsen,2024-03-27 07:44:09,True,+,551
sentence-transformers/multi-qa-distilbert-cos-v1,73a9740b14ee45545552792ec74d548fbf1640aa,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (8973e0e42d59792d54fe05852bb3bcc83d407ded)",Tom Aarsen,2024-03-27 07:40:53,True,+,551
sentence-transformers/multi-qa-MiniLM-L6-dot-v1,fdbcf601cb7d7566c09a39eced6e07d53898e264,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (88d75b8883f8e0f5e3827be7da89ba8cee2905af)",Tom Aarsen,2024-03-27 07:39:07,True,+,551
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,2430568290bb832d22ad5064f44dd86cf0240142,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (dae12720da5a0ce49b7b43b315b64da42dd54657)


Co-authored-by: Nicolas Patry <Narsil@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 07:37:43,True,+,551
sentence-transformers/msmarco-roberta-base-v3,4e18e1c9bea6a7307055824d6ed46b1806c9aa68,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (b5152bf8aa8a1faf23fa0f5ea5977b5d44bdccaf)",Tom Aarsen,2024-03-27 07:37:33,True,+,551
sentence-transformers/msmarco-roberta-base-v2,7e2d16db5dabdf1a334e0b1aee3a8b48d8407a27,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (b23a079b8da4a443a277edff570b0fcb832c6cd3)",Tom Aarsen,2024-03-27 07:35:27,True,+,551
sentence-transformers/msmarco-roberta-base-ance-firstp,e280e1402de3790788f64af406506a8b5b02207b,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (1118d9c65e6f501b1fd1773708218ea6e18ef3e9)",Tom Aarsen,2024-03-27 07:34:15,True,+,551
sentence-transformers/msmarco-roberta-base-ance-firstp,e280e1402de3790788f64af406506a8b5b02207b,2_Dense/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (1118d9c65e6f501b1fd1773708218ea6e18ef3e9)",Tom Aarsen,2024-03-27 07:34:15,True,+,551
sentence-transformers/msmarco-roberta-base-ance-firstp,e280e1402de3790788f64af406506a8b5b02207b,3_LayerNorm/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (1118d9c65e6f501b1fd1773708218ea6e18ef3e9)",Tom Aarsen,2024-03-27 07:34:15,True,+,551
sentence-transformers/msmarco-distilroberta-base-v2,0cfdb0113a3509496a15843e9d1ba74224809238,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (72ff10428b07180eec5ccbbe4da732ec798200e1)",Tom Aarsen,2024-03-27 07:33:22,True,+,551
sentence-transformers/msmarco-distilbert-multilingual-en-de-v2-tmp-trained-scratch,162393e574b5fe07a78febbd895dcb13b5a80061,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a9aab5e883b930eb687db368a75f6c9b949ad41a)",Tom Aarsen,2024-03-27 07:32:24,True,+,551
sentence-transformers/msmarco-distilbert-multilingual-en-de-v2-tmp-lng-aligned,749054dbbc91e39ebd4174e52ea8f4d775e92373,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (173cf2ec6ed2a973570c683542fee1784f9d98c4)",Tom Aarsen,2024-03-27 07:30:54,True,+,551
sentence-transformers/msmarco-distilbert-dot-v5,1c338db217b3aba7053099774a800bab109ed02d,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (69ef483ba20adb7e2a41c18db7edf02e73f7f482)",Tom Aarsen,2024-03-27 07:30:07,True,+,551
sentence-transformers/msmarco-distilbert-cos-v5,dcc3f618347c799d93d0713925aabf91cf58ebdf,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (bed351616b5dfcabd477f3bb49f2c79fa4212803)


Co-authored-by: Mengting Zhu <zcakzhu@users.noreply.huggingface.co>",Tom Aarsen,2024-03-27 07:28:45,True,+,551
sentence-transformers/msmarco-distilbert-base-v4,664630cbedc6ea146ea0bb9224b162f58252e390,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (9ab57b829f9f4b28fe3daca9b8ec7d1f2bc11db3)",Tom Aarsen,2024-03-27 07:28:32,True,+,551
sentence-transformers/msmarco-distilbert-base-v3,a7917b53ceb4fd60ad8ec481dcf1ab6a5fb4f22a,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (6f13c45e90623017bf8076059364e97ed2497b37)",Tom Aarsen,2024-03-27 07:27:36,True,+,551
sentence-transformers/msmarco-distilbert-base-v2,741fcf2d6eabaf0927bfe49c6d9c577df95d3c40,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a162ef49219ca6edf7053f42e9aef5eb588df87b)",Tom Aarsen,2024-03-27 07:26:58,True,+,551
sentence-transformers/msmarco-distilbert-base-tas-b,996dfc6404137c6d89c7bf647a4bae62fdf8dd9a,model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (7531f02ae26776aea9b02bad6dd16225df651aac)",Tom Aarsen,2024-03-27 07:26:10,True,+,551
