repo_url,commit_hash,model_file_path,serialization_format,message,author,date,is_in_commit,elapsed_days,change_status
facebook/xlm-roberta-xl,aa5d120255845efeebc9b7f42822a1dd0f9ece9d,facebook/xlm-roberta-xl/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (756a1faff9470697b813b4e14b5d70b649a17f27)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2024-03-28 05:17:06,True,553,+
fav-kky/FERNET-C5,2261b01b9f44fe095c49099d0dd6b3fe4f90ac68,fav-kky/FERNET-C5/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0e6e5fa58bbebba2f25255967e2dfb236cd12719)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jan Lehečka,2023-03-20 12:12:30,True,179,+
flaubert/flaubert_base_cased,f681df336b523e136915ae97bc8bd0ef4933ae36,flaubert/flaubert_base_cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (f89caca88bb69a15cf91e169a58d0d7919e006a2)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Hang Le,2024-05-14 08:38:22,True,600,+
flaubert/flaubert_large_cased,a01fdfb16eee80a8411d244ef58181da7ffe7d81,flaubert/flaubert_large_cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (511b17fd83ef6bf47a4463391ee579e05242c77a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Hang Le,2024-05-14 08:38:43,True,600,+
flaubert/flaubert_small_cased,61f05e8b7487e657cba1a9173f00389ec23b343c,flaubert/flaubert_small_cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (5a6b27933dfe0e176e148a245d0c81d5c25d6ab2)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Hang Le,2024-05-14 08:38:09,True,600,+
flax-community/gpt-2-spanish,19b3ea27b21346ded1260c16681d13cac66b8f91,flax-community/gpt-2-spanish/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (937ab24b76bff5b51edb897ccc6a7fad82cdc606)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Manuel Romero,2023-03-16 20:54:51,True,175,+
funnel-transformer/intermediate,f24c4cf8f990a9cb19eb576d711626522c9df1e6,funnel-transformer/intermediate/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (1b8d14660319b45acd6a5ebbb4c5712da3909c59)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-03-27 08:52:44,True,186,+
funnel-transformer/large,b1415e810ad031f04e4bd53aa0eedc0c05134e8b,funnel-transformer/large/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (1bb51591322aeeb5953487fea7f5c7cf5a651d8b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-08-01 03:28:31,True,313,+
funnel-transformer/small-base,3274ea1fdb6644ea54fbe065fc3050ef836af39c,funnel-transformer/small-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (fc884b4da9dace3d2d629c38f7ba7088e2f8d363)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-07-11 10:45:47,True,292,+
funnel-transformer/xlarge-base,f1efffa77e90eabeb743decdbb05094cb6314be4,funnel-transformer/xlarge-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (4c8edca38e4912e3a88a246dbbcf2f8f348cfa1f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sylvain Gugger,2023-07-20 06:12:14,True,301,+
german-nlp-group/electra-base-german-uncased,16e66fe6c6d52b459b7de7330bc9db2c62f3620d,german-nlp-group/electra-base-german-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (7050fbe77c15767d97a17ad3d8127a0091bf8d39)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Philip May,2024-10-28 09:09:01,True,767,+
google/canine-c,dc0eaffdff3fa9161613311c7096eeb3e133ee19,google/canine-c/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (dc3594a2e43bf0f97285b2ccb628f7822aa0035a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-04-29 06:16:15,True,585,+
google/canine-s,75d6d0b3f4d0bffed0ca7ddd0b73949977d4ca02,google/canine-s/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (d11ebb438123720069b9467383b865e89a9a1250)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-04-29 06:16:37,True,585,+
google/vit-base-patch16-224-in21k,b4569560a39a0f1af58e3ddaf17facf20ab919b0,google/vit-base-patch16-224-in21k/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (8146525ca503690e7719cca453d932123c9c1eaa)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-02-05 11:37:39,True,501,+
google/vit-huge-patch14-224-in21k,bbff058c978d2e65b36eecaa5ed6e30977602c9d,google/vit-huge-patch14-224-in21k/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b39744d97db084d0c67faf79be377e0c60c2d2eb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2024-02-14 08:43:41,True,510,+
google/vit-large-patch16-224-in21k,6074eaf2211423e928c93b93ef773d5da618aa7e,google/vit-large-patch16-224-in21k/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d2a00ff8eec502bdbe0d961199a99fdeda60431d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2024-02-14 08:43:52,True,510,+
gunghio/distilbert-base-multilingual-cased-finetuned-conll2003-ner,8f22608f51d3a1474cb543ac8f9f000759c3043f,gunghio/distilbert-base-multilingual-cased-finetuned-conll2003-ner/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (2b0338ce7862db71581a9ce128dc5a4b0dcaf76b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Olmo Barberis,2024-04-25 09:08:03,True,581,+
hatmimoha/arabic-ner,8807ddbd25315bd8a95d5fab639afcd3514fcf20,hatmimoha/arabic-ner/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (5896748be3e1e27f93ea80a05e4dd72b0769fd4a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Mohamed Hatmi,2023-03-17 16:26:35,True,176,+
hiiamsid/sentence_similarity_spanish_es,66ab46adac3910bb6ea6085b962a25e49513b981,hiiamsid/sentence_similarity_spanish_es/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (80960078df97a23f443ede06c9c9b5edc8f28fed)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Siddhartha Shrestha,2024-06-20 01:46:33,True,637,+
human-centered-summarization/financial-summarization-pegasus,4419181aac9e5d1286d0a684a6249f78ece9a300,human-centered-summarization/financial-summarization-pegasus/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (d729de67fbd395084bd74c5a7d45cd439ee88478)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Human centered summarization,2023-04-28 07:57:15,True,218,+
Copycats/koelectra-base-v3-generalized-sentiment-analysis,902d99d75b0469741d92ba73a368b17a41212751,Copycats/koelectra-base-v3-generalized-sentiment-analysis/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b0c8b7cd05c131223610dc0fc67d68ca1276885a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",JaeHyeong AN,2023-11-20 09:33:07,True,424,+
jean-paul/KinyaBERT-large,8ae7d36f3715b893e8ee0dc2183dee942e9c85c2,jean-paul/KinyaBERT-large/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (ed647938cf43ae3c17674d60048541d46ff530b9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",ISHIMWE Jean Paul,2024-06-14 08:18:43,True,631,+
joeddav/xlm-roberta-large-xnli,b227ee8435ceadfa86dc1368a34254e2838bf242,joeddav/xlm-roberta-large-xnli/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#11)


- Adding `safetensors` variant of this model (258f4188a89820987d3c05e71ea6a94b458f86a5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Joe Davison,2024-10-16 17:59:20,True,755,+
julien-c/reactiongif-roberta,f033c13ea9917f4d19df8c9ce38237aa26d50d80,julien-c/reactiongif-roberta/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#19)


- Adding `safetensors` variant of this model (7cba044eb41e620502d97e48ecd999ddaca40528)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Julien Chaumond,2023-03-23 14:36:52,True,182,+
ltg/norbert,075d4e3705390691013e859faffc5696d071e33b,ltg/norbert/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d9b9f96e6f19aff2b27a7558dc25b34456e09290)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>","Language Technology Group, University of Oslo, Norway",2023-04-12 03:45:17,True,202,+
ltg/norbert2,f22bb47f536f62edfcd86ca9320ade990eafbe22,ltg/norbert2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (40ccf83e118464baa24bffc5d16cca8324248341)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>","Language Technology Group, University of Oslo, Norway",2023-04-12 03:44:51,True,202,+
lucio/wav2vec2-large-xlsr-luganda,16874348b06f44ece9f412152cbc8e7a5a472b22,lucio/wav2vec2-large-xlsr-luganda/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (2e61ff4a4b572215dce14b59f5b4504aa86389d5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lucien Carroll,2024-02-28 14:15:11,True,524,+
lucio/xls-r-kyrgiz-cv8,192f42eb4c856c848d07e69b1621d7de8da6efae,lucio/xls-r-kyrgiz-cv8/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (afaffb4e2101f616193bb8dab14bff7c2d9aa09e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lucien Carroll,2023-08-05 22:17:51,True,317,+
m3rg-iitd/matscibert,ced9d8f5f208712c4a90f98a246fe32155b29995,m3rg-iitd/matscibert/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (c76dbb52e945954926e3d724ce9d0051aa376738)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",N M Anoop Krishnan,2024-06-22 08:00:54,True,639,+
madhurjindal/autonlp-Gibberish-Detector-492513457,c068f552cdee957e45d8773db9f7158d43902244,madhurjindal/autonlp-Gibberish-Detector-492513457/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#10)


- Adding `safetensors` variant of this model (2c02898ff4d7b016e514a2caea17ace6bab80aef)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Madhur Jindal,2023-11-22 14:52:09,True,426,+
malteos/scincl,5cab047e2007fcc749ca78c2728142c4df5df1c4,malteos/scincl/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (c1beb05c991383fade07abb2032028748941e9a7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",malteos,2023-03-24 12:45:53,True,183,+
mgrella/autonlp-bank-transaction-classification-5521155,9197ff34386ff75467067c199b0e7962f95dcead,mgrella/autonlp-bank-transaction-classification-5521155/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (538877b57292cefb68fe1ba4b837c1350e1dc6a9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Matteo Grella,2024-02-17 15:58:38,True,513,+
microsoft/DialoGPT-small,97d0fec744c2cb4d48f5db51d17e3258e185858e,microsoft/DialoGPT-small/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (bffbbe122fad0ce1d11790ea0d75f3fa9cd75a4b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-06-26 15:50:08,True,277,+
microsoft/beit-base-patch16-224,f02e8f77db4703e3fbd3766e3375a4619c5a4863,microsoft/beit-base-patch16-224/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d899974cbdbcb4add95684ceb54be7d1234492f8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-04-21 07:02:37,True,577,+
microsoft/beit-large-finetuned-ade-640-640,a38fe98baf3d5a6f69fa1a07a62b698780e5dcb1,microsoft/beit-large-finetuned-ade-640-640/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (2e73bd5093c721ab5a2bc683b8fa961f846fc18e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-01-25 06:51:04,True,490,+
microsoft/layoutlm-base-uncased,95bd33f5b96be185feae70a6a7b8953051deb699,microsoft/layoutlm-base-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (2922a0853dfb6c000d3086afecb4ec3375fb36d6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2024-02-14 08:46:15,True,510,+
microsoft/mpnet-base,a51acd96ab1fd1f6ba04099e8aac3fb3b405c3d4,microsoft/mpnet-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (9c5d8ad72883f39ab85c2a7a461271f5d549f6fe)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-09-15 08:13:46,True,358,+
microsoft/trocr-base-handwritten,0b16231677c4613516ded30e9fa18109002efb87,microsoft/trocr-base-handwritten/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (47db63bbc18d32eca4cb813eb7728c891903e289)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-12-19 04:02:29,True,453,+
microsoft/trocr-base-printed,93450be3f1ed40a930690d951ef3932687cc1892,microsoft/trocr-base-printed/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (24216f24cd78fe1a9c8b4e6e4565aec5c9220e63)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-05-27 16:11:53,True,613,+
microsoft/trocr-base-stage1,59270604e602d5094b8d344298053f9fd3979dcf,microsoft/trocr-base-stage1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (e2917ceb6b98af3257e05157dd48ff91cfba4d11)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-05-27 16:13:12,True,613,+
microsoft/trocr-large-printed,b2a847ab533f72a555acd201a3235ff41b5dfbd3,microsoft/trocr-large-printed/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (db0356248cdfcd23511c50c25418aa78a1c30255)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-12-01 05:37:04,True,435,+
microsoft/trocr-large-stage1,4f6e6d7a2cba548292ddb6f5649b2d64eb7124d8,microsoft/trocr-large-stage1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (4aa71b29b3c5c4a537333e903bcbcf5a0250c580)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-05-27 16:12:53,True,613,+
microsoft/trocr-small-printed,04e994ab854b0089d4929f48c2b4dbe2ce78a340,microsoft/trocr-small-printed/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (cc0ea333b6c5c7ab74648821278beb285f2a08be)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-05-27 16:13:39,True,613,+
mideind/IceBERT-igc,46767661025a130da3d11f88b8268e7ae83ea5d3,mideind/IceBERT-igc/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (07bfd60e3415b66ab9d9db1fc55b937f1f085c9d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Vésteinn Snæbjarnarson,2023-06-20 11:24:37,True,271,+
mideind/IceBERT,2bcae27a1df0fba0dba26bbfea7cce6bf812d26c,mideind/IceBERT/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (27f5a7920e6c05f96cb8617dfcf04775b212a511)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Vésteinn Snæbjarnarson,2023-04-02 11:14:25,True,192,+
monologg/distilkobert,f03d752280bf9025f4a3d9ed3b7f763f452f431d,monologg/distilkobert/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (37c8d2104582e75f913c7ddfaf4ed80825e41ff8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jangwon Park,2023-06-12 08:29:06,True,263,+
monologg/kobert-lm,22730078920aeadbb839c81aa9f17f0a47a12905,monologg/kobert-lm/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d5a6a7e6cf0960b00981993a34990eb8918f0d88)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jangwon Park,2023-06-12 08:28:33,True,263,+
monologg/kobert,30941062c0f3dde73b246468f449f2448c7694bc,monologg/kobert/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (03875811a6157620fa758b9af2d8bce4b188a99f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Jangwon Park,2023-06-12 08:30:40,True,263,+
monsoon-nlp/bangla-electra,ecc4416591a3974dc82279427a7224861b189661,monsoon-nlp/bangla-electra/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (bb10c08482d1c234b53e344c6165b3e5b69a051a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Nick Doiron,2024-12-11 14:20:26,True,811,+
monsoon-nlp/gpt-nyc-small,61cb384cad3d29c180ba0e57d5f0c6bc1327ec77,monsoon-nlp/gpt-nyc-small/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (fe55578f83d657a6e24ae86ccae32db42bb954e1)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Nick Doiron,2024-04-21 11:04:37,True,577,+
moussaKam/barthez-orangesum-title,853b06bf5e43251c7c2453aef2f1c98a5481a88d,moussaKam/barthez-orangesum-title/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (fd22caa1241c590ad069153815d7d1cec63f7f25)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Moussa Kamal Eddine,2024-12-17 05:21:25,True,817,+
mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,02a00ba6bd53766f66db9a6ad3955fd08c117880,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (7a2eb8ca6be3584775a4dccf41c0b0df724d8044)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Manuel Romero,2023-03-16 16:03:13,True,175,+
nateraw/vit-age-classifier,4b5acc345d9692c3ff4f45d250531afd3a3da0ef,nateraw/vit-age-classifier/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#7)


- Adding `safetensors` variant of this model (28f2ebe4bfedc80f76d27d608554e1956c686340)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Nate Raw,2024-07-28 19:24:56,True,675,+
neibyr/MiniRoberta_oscar_hindi_tamil,95932f1d69f47dea70a743310ef36c9a04f59dc5,neibyr/MiniRoberta_oscar_hindi_tamil/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0e76df5e3261670fb745bffc09746b7a8e46d77d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",KirillTushin,2024-05-22 06:04:34,True,608,+
nielsr/coref-bert-large,b3ff77720d3055816710fdd2170d90eaec62deb8,nielsr/coref-bert-large/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (698ca8bfd6d57cab7482d6468ef9d478f283e863)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-12-22 05:40:56,True,822,+
SenseTime/deformable-detr-single-scale-dc5,ac2ccf6f2a345300e956ce0b02fe6c3420ab5bec,SenseTime/deformable-detr-single-scale-dc5/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e086e75fb41c92909e714a56f91a619a8d709082)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-09-07 14:47:27,True,350,+
SenseTime/deformable-detr-single-scale,8b45d9087a92766aa90bb2972470216923b1160f,SenseTime/deformable-detr-single-scale/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (6a95b7560c33d74976e1744d3e1c0109445e547d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-09-07 14:47:34,True,350,+
SenseTime/deformable-detr-with-box-refine-two-stage,52c5a7f4ad20bbf8e384c5f6033a25bf0aacff33,SenseTime/deformable-detr-with-box-refine-two-stage/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (9f2cce112b020c513acfaba9f57a8dc11b4c62d5)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-09-07 02:13:42,True,350,+
SenseTime/deformable-detr-with-box-refine,df72191392f6fd7c11f0e7771e2d1b12eb89fce4,SenseTime/deformable-detr-with-box-refine/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e8349f505d13e8af041373bdc95a3c5ff950f144)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-09-08 12:09:30,True,351,+
SenseTime/deformable-detr,99ace78d6054f588d3224837a904aca912820853,SenseTime/deformable-detr/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (83e778611d2eaffcd08463aabd321f51300cfd11)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-09-07 02:14:08,True,350,+
Intel/dpt-large,cc27b92e869fc79f52a0241addbbcd1579b66b11,Intel/dpt-large/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#11)


- Adding `safetensors` variant of this model (3c4a0347a9b7ee855c027e7f2bf02c588e2a67ac)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-02-24 06:21:58,True,520,+
vinvino02/glpn-nyu,cb8ce03174424af9a3315da175ead88667f0578c,vinvino02/glpn-nyu/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (4106884b7e02b1301316ffb592a13f8b19a70cc8)


Co-authored-by: Sayak Paul <sayakpaul@users.noreply.huggingface.co>",Niels Rogge,2024-01-22 16:21:37,True,487,+
nvidia/segformer-b0-finetuned-ade-512-512,489d5cd81a0b59fab9b7ea758d3548ebe99677da,nvidia/segformer-b0-finetuned-ade-512-512/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (4955adde54d543daccac73517ca29b4b969ec4fc)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-01-14 05:46:46,True,479,+
oliverguhr/german-sentiment-bert,f195511fd2678d4a56ca3f5a371844138a3bc8d9,oliverguhr/german-sentiment-bert/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (1f4da75f07bea61a3001f69d8c3957fcb1928cbf)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Oliver Guhr,2023-03-16 14:09:30,True,175,+
orzhan/bart-transcription-aggregation,b76e500f6554fe40b32ea2713c5d7dcb65da5414,orzhan/bart-transcription-aggregation/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (70986331a58b714c984efc7fe465c20334562333)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Mikhail,2024-02-27 04:38:24,True,523,+
pszemraj/Ballpark-Trivia-L,f0e0bb96f1d71bc8accdd624ba5598542ec87e0a,pszemraj/Ballpark-Trivia-L/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (f70a4c677e80d1909d96978dc3ff514387917bd3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Peter Szemraj,2024-12-30 11:22:26,True,830,+
pszemraj/distill-pegasus-CompMath,3f371f4ce849f9742a3eeeaf79e00ccf0879f51b,pszemraj/distill-pegasus-CompMath/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (bd989f599658df8c3f07e12fb92c57c82d071968)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Peter Szemraj,2023-03-22 09:53:00,True,181,+
pysentimiento/robertuito-sentiment-analysis,c9045a75d17f43ce9452e4d2dd39e0583e06fe1e,pysentimiento/robertuito-sentiment-analysis/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#4)


- Adding `safetensors` variant of this model (32cd87679c66d835385d4dcda83533415aab7bca)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Juan Manuel Pérez,2024-02-27 15:46:41,True,523,+
