repo_url,commit_hash,model_file_path,serialization_format,message,author,date
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/dprnn2/lr_scheduler.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/dprnn2/masknet.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/dprnn2/optimizer.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/dprnn3/brain.ckpt,undetermined,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/dprnn3/counter.ckpt,undetermined,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/dprnn3/decoder.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/dprnn3/encoder.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/dprnn3/lr_scheduler.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/dprnn3/masknet.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/dprnn3/optimizer.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer1/brain.ckpt,undetermined,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer1/counter.ckpt,undetermined,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer1/decoder.ckpt,undetermined,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer1/encoder.ckpt,undetermined,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer1/lr_scheduler.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer1/masknet.ckpt,undetermined,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer1/optimizer.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer2/brain.ckpt,undetermined,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer2/counter.ckpt,undetermined,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer2/decoder.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer2/encoder.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer2/lr_scheduler.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer2/masknet.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer2/optimizer.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer3/brain.ckpt,undetermined,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer3/counter.ckpt,undetermined,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer3/decoder.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer3/encoder.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer3/lr_scheduler.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer3/masknet.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,f0ce3b4e1dac27a52444b6483c7f287a3a361729,speechbrain/REAL-M-sisnr-estimator-training/sepformer3/optimizer.ckpt,torch.save,pushing separators,subakany,2021-10-13 23:28:37
speechbrain/REAL-M-sisnr-estimator-training,c1fb5b676384dcc7384524f6872827df543838aa,brain.ckpt,undetermined,initial commit,Cem Subakan,2021-10-05 14:13:03
speechbrain/REAL-M-sisnr-estimator-training,c1fb5b676384dcc7384524f6872827df543838aa,classifier_enc.ckpt,torch.save,initial commit,Cem Subakan,2021-10-05 14:13:03
speechbrain/REAL-M-sisnr-estimator-training,c1fb5b676384dcc7384524f6872827df543838aa,classifier_out.ckpt,torch.save,initial commit,Cem Subakan,2021-10-05 14:13:03
speechbrain/REAL-M-sisnr-estimator-training,c1fb5b676384dcc7384524f6872827df543838aa,counter.ckpt,undetermined,initial commit,Cem Subakan,2021-10-05 14:13:03
speechbrain/REAL-M-sisnr-estimator-training,c1fb5b676384dcc7384524f6872827df543838aa,optimizer.ckpt,torch.save,initial commit,Cem Subakan,2021-10-05 14:13:03
spacy/en_core_web_trf,a8035b6a09dcb64afd6fb039ff7d20c180fa3b29,spacy/en_core_web_trf/vocab/lookups.bin,undetermined,Update spaCy pipeline,Adriane Boyd,2023-10-10 02:29:12
spacy/en_core_web_trf,f96be1d7ccce7ba20bf4820643e83aaac9ce3ae8,vocab/lookups.bin,undetermined,Update spaCy pipeline,Omar Sanseviero,2021-07-07 06:28:19
spacy/en_core_web_trf,f96be1d7ccce7ba20bf4820643e83aaac9ce3ae8,lemmatizer/lookups/lookups.bin,undetermined,Update spaCy pipeline,Omar Sanseviero,2021-07-07 06:28:19
spacy/en_core_web_trf,f96be1d7ccce7ba20bf4820643e83aaac9ce3ae8,transformer/model/pytorch_model.bin,torch.save,Update spaCy pipeline,Omar Sanseviero,2021-07-07 06:28:19
sonoisa/t5-base-japanese-article-generation,388f0e860177b242a2bf9d10df1212ed6b097046,sonoisa/t5-base-japanese-article-generation/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e625d91fa4f4672ac154d3115795a977019384fd)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Isao Sonobe,2024-04-17 07:39:12
sonoisa/t5-base-japanese-article-generation,3e87391b011e4808581f5dc7d43540642321cd42,pytorch_model.bin,torch.save,Add first version of T5 model and tokenizer fine-tuned for article generation,sonoisa,2021-04-03 09:55:58
sonoisa/t5-base-japanese-article-generation,3e87391b011e4808581f5dc7d43540642321cd42,spiece.model,ONNX,Add first version of T5 model and tokenizer fine-tuned for article generation,sonoisa,2021-04-03 09:55:58
sonoisa/sentence-bert-base-ja-mean-tokens,332c1193c5a913916c0702f2769ca7f55c8addaf,sonoisa/sentence-bert-base-ja-mean-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (f4bcb30ca8a430e555639a296a0e995a8e92ce0a)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Isao Sonobe,2024-04-17 07:40:03
sonoisa/sentence-bert-base-ja-mean-tokens,7f8bb723222af6d6c87efa621bc027a6ad283e16,pytorch_model.bin,torch.save,Add Japanese Sentence-BERT model,sonoisa,2021-07-22 02:12:10
sonoisa/sentence-bert-base-ja-mean-tokens-v2,95600a1d6309f195dd596c974805f6ed9badf162,sonoisa/sentence-bert-base-ja-mean-tokens-v2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (ca63767eb61c7afbd46b546e6ab7f1ce978f0b30)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Isao Sonobe,2024-04-17 07:39:38
sonoisa/sentence-bert-base-ja-mean-tokens-v2,a3370d320877145436b8405ec3e4a9418d933470,pytorch_model.bin,torch.save,Fix Japanese Sentence-BERT model,sonoisa,2021-12-26 03:26:27
sonoisa/sentence-bert-base-ja-mean-tokens-v2,6372812811e86524861abd81009d339a38c2bc2c,pytorch_model.bin,torch.save,Add Japanese Sentence-BERT model trained with MultipleNegativesRankingLoss function,sonoisa,2021-12-14 12:22:55
sonoisa/sentence-bert-base-ja-mean-tokens-v2,92ac038c3626df96ab44e650ce4a029d45a9f7da,pytorch_model.bin,torch.save,Add Japanese Sentence-BERT model trained with MultipleNegativesRankingLoss function,sonoisa,2021-12-14 06:24:06
softcatala/translate-eng-cat,6a56f8744b9d99c232c93992752d45e46d09c5b1,softcatala/translate-eng-cat/sp_m.model,ONNX,Update tokenizer model,Jordi Mas,2024-08-05 08:58:02
softcatala/translate-eng-cat,7e761ca60da5436be74e3c212775fb918c4e9521,softcatala/translate-eng-cat/model.bin,undetermined,Update model 2023-10-30,Jordi Mas,2024-08-05 07:55:11
softcatala/translate-eng-cat,b836d9241e467513315f5037c353e1300babae8f,model.bin,undetermined,Initial commit,Jordi Mas,2022-02-18 16:31:51
softcatala/translate-eng-cat,b836d9241e467513315f5037c353e1300babae8f,sp_m.model,ONNX,Initial commit,Jordi Mas,2022-02-18 16:31:51
softcatala/translate-deu-cat,46be1e787a890ad1ccb27ae1f854cc2a43629a12,model.bin,undetermined,Update 2022-11-14 model,Jordi Mas,2024-08-05 10:00:00
softcatala/translate-deu-cat,46be1e787a890ad1ccb27ae1f854cc2a43629a12,sp_m.model,ONNX,Update 2022-11-14 model,Jordi Mas,2024-08-05 10:00:00
softcatala/translate-deu-cat,3aa1dfc4476846e86b03e763053eb8b5e2073c1d,model.bin,undetermined,Initial commit,Jordi Mas,2022-02-19 15:36:42
softcatala/translate-deu-cat,3aa1dfc4476846e86b03e763053eb8b5e2073c1d,sp_m.model,ONNX,Initial commit,Jordi Mas,2022-02-19 15:36:42
softcatala/translate-cat-eng,a37160e22c5f7cbfc03fe5b05c2b84e600a52a1c,model.bin,undetermined,Update to model 2023-10-29,Jordi Mas,2024-08-05 09:33:20
softcatala/translate-cat-eng,a37160e22c5f7cbfc03fe5b05c2b84e600a52a1c,sp_m.model,ONNX,Update to model 2023-10-29,Jordi Mas,2024-08-05 09:33:20
softcatala/translate-cat-eng,f10caed59fe43a0faf3735088020afb5ef957bc6,model.bin,undetermined,Initial version,Jordi Mas,2022-02-19 07:54:22
softcatala/translate-cat-eng,f10caed59fe43a0faf3735088020afb5ef957bc6,sp_m.model,ONNX,Initial version,Jordi Mas,2022-02-19 07:54:22
softcatala/translate-cat-deu,f35c14d2ea39f2cc4d3775c13839ac39a59d40a4,model.bin,undetermined,Update model 2022-11-16,Jordi Mas,2024-08-05 09:57:21
softcatala/translate-cat-deu,f35c14d2ea39f2cc4d3775c13839ac39a59d40a4,sp_m.model,ONNX,Update model 2022-11-16,Jordi Mas,2024-08-05 09:57:21
softcatala/translate-cat-deu,f35c14d2ea39f2cc4d3775c13839ac39a59d40a4,model.bin,undetermined,Update model 2022-11-16,Jordi Mas,2024-08-05 09:57:21
softcatala/translate-cat-deu,f35c14d2ea39f2cc4d3775c13839ac39a59d40a4,sp_m.model,ONNX,Update model 2022-11-16,Jordi Mas,2024-08-05 09:57:21
softcatala/translate-cat-deu,1b1d4269d48b46764c717c0c4f2798c368e4f9ac,model.bin,undetermined,Initial version,Jordi Mas,2022-02-19 15:09:57
softcatala/translate-cat-deu,1b1d4269d48b46764c717c0c4f2798c368e4f9ac,sp_m.model,ONNX,Initial version,Jordi Mas,2022-02-19 15:09:57
socialmediaie/TRAC2020_IBEN_A_bert-base-multilingual-uncased,3960b2946a3e5238ae86fdbcc8b37a8178647551,socialmediaie/TRAC2020_IBEN_A_bert-base-multilingual-uncased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (9a54db77fd659993b85f467d254377f517ceb8e7)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",SHUBHANSHU MISHRA,2024-04-27 14:20:51
socialmediaie/TRAC2020_IBEN_A_bert-base-multilingual-uncased,9af5166abaf8803ce406b9cd2bf6f2479b91092d,pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2020-05-18 01:54:52
snisioi/bert-legal-romanian-cased-v1,49fa6ad60b74ce898c75a81fb5f77d8f84e2a837,pytorch_model.bin,torch.save,initial commit,Sergiu Nisioi,2022-01-17 15:32:58
siebert/sentiment-roberta-large-english,8c625d0fde6b7e282cf3632e3e20c7078f953457,pytorch_model.bin,torch.save,Updating model,siebert,2021-04-21 04:49:38
siebert/sentiment-roberta-large-english,8c625d0fde6b7e282cf3632e3e20c7078f953457,tf_model.h5,h5/hdf5,Updating model,siebert,2021-04-21 04:49:38
siebert/sentiment-roberta-large-english,8c625d0fde6b7e282cf3632e3e20c7078f953457,training_args.bin,torch.save,Updating model,siebert,2021-04-21 04:49:38
siebert/sentiment-roberta-large-english,91a9758544dce717827d3f041b59a4877e02162f,siebert/sentiment-roberta-large-english/tf_model.h5,h5/hdf5,Adding TensorFlow version,siebert,2021-04-19 13:00:57
siebert/sentiment-roberta-large-english,ff96e1d55a75f50db7fc72cf409f188aa12bf5f0,pytorch_model.bin,torch.save,Initial commit,siebert,2021-04-19 12:51:17
siebert/sentiment-roberta-large-english,2f3cc149831c148f3bd7c01e5aaeffaa42c536b7,pytorch_model.bin,torch.save,Initial commit,siebert,2021-04-19 12:41:58
shibing624/text2vec-base-chinese,4aedd18edec668a8e716d95eda081aba8151ffd3,shibing624/text2vec-base-chinese/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#23)


- Adding `safetensors` variant of this model (ddb5b8a862d1a2fb19b7658a8715ca5c8b808f4f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Ming Xu (徐明),2024-04-03 03:03:24
shibing624/text2vec-base-chinese,8acc1289891d75f6b665ad623359798b55f86adb,shibing624/text2vec-base-chinese/onnx/model.onnx,ONNX,"Adding ONNX file of this model (#12)


- Adding ONNX file of this model (b946d2b90199fecab80ce1985a6da9ac9ed1d32b)


Co-authored-by: silenuz <silenuz@users.noreply.huggingface.co>",Ming Xu (徐明),2023-08-28 04:58:03
shibing624/text2vec-base-chinese,53da5f47ea1d943553d172bfd8644390dd6abc7c,pytorch_model.bin,torch.save,Upload pytorch_model.bin with git-lfs,xuming,2022-01-23 01:24:12
shibing624/macbert4csc-base-chinese,fb92948ae90997cc6aa9d5ab958b14e633809d12,shibing624/macbert4csc-base-chinese/onnx/model.onnx,ONNX,"Adding ONNX file of this model (#6)


- Adding ONNX file of this model (205dc2ebd415af323fef9a85033dbd19742f2d3d)


Co-authored-by: chenyaoshun <chenyaoshun@users.noreply.huggingface.co>",Ming Xu (徐明),2023-10-08 23:23:54
shibing624/macbert4csc-base-chinese,735697a74f29a6f1606f2006edb2ad49f5d9edca,shibing624/macbert4csc-base-chinese/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (daa072553ffaa7971100591191ac0cf3a2e64446)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",xuming,2023-03-18 21:45:52
shibing624/macbert4csc-base-chinese,f33d55acd4f24140fe3613a15d12de7579b0abad,pytorch_model.bin,torch.save,Upload pytorch_model.bin with git-lfs,xuming,2021-11-23 00:02:08
shibing624/macbert4csc-base-chinese,d881a76b0e3805d9749aa3fe8f78a3528eee9e74,pytorch_model.bin,torch.save,Upload pytorch_model.bin with git-lfs,xuming,2021-11-22 08:23:34
shibing624/code-autocomplete-distilgpt2-python,6186722be53e409bfa3a85a242c9b31ca9afc5dc,shibing624/code-autocomplete-distilgpt2-python/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (a2d19b83ac0878159f9b424853a1149359608607)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",xuming,2023-03-18 21:45:59
shibing624/code-autocomplete-distilgpt2-python,ad126a7e948685c643de558a828f3c2ae0fcc581,pytorch_model.bin,torch.save,Upload pytorch_model.bin with git-lfs,xuming,2022-02-15 02:15:07
seongju/klue-tc-bert-base-multilingual-cased,85071bca09b6430e7dbc12051510d461a36fe251,seongju/klue-tc-bert-base-multilingual-cased/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (52c57221813c1ed4640ca0f33a4e654e8ed86e8b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",jeonseongju,2024-05-10 02:40:25
seongju/klue-tc-bert-base-multilingual-cased,d5085342791cdbe132c94e7bbbfe2f2d24b6f8ef,pytorch_model.bin,torch.save,commit,Seongju,2021-07-12 22:34:58
sentence-transformers/xlm-r-large-en-ko-nli-ststb,35201655719d9d3ed78df92a9348eb084b91b6a8,sentence-transformers/xlm-r-large-en-ko-nli-ststb/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (c54b79771dacaf60b02430dcb6cb2d814b3b13a4)",Tom Aarsen,2024-03-27 08:53:30
sentence-transformers/xlm-r-large-en-ko-nli-ststb,7359df4bd7393a242f5e3c16e933079c626772b2,sentence-transformers/xlm-r-large-en-ko-nli-ststb/tf_model.h5,h5/hdf5,Add TF weights,Joao Gante,2022-06-15 19:50:13
sentence-transformers/xlm-r-large-en-ko-nli-ststb,8bc30d99d5dedb8916ce4ba3b1d05a99e6781722,pytorch_model.bin,torch.save,Add new SentenceTransformer model.,nreimers,2021-06-23 02:48:15
sentence-transformers/xlm-r-large-en-ko-nli-ststb,8bc30d99d5dedb8916ce4ba3b1d05a99e6781722,sentencepiece.bpe.model,ONNX,Add new SentenceTransformer model.,nreimers,2021-06-23 02:48:15
sentence-transformers/xlm-r-distilroberta-base-paraphrase-v1,5be3be6e09534c0b49cb8adbb3b49d94cd685098,sentence-transformers/xlm-r-distilroberta-base-paraphrase-v1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (bb5e6ade0a7d18e499f38463fdc7af1b62721b85)",Tom Aarsen,2024-03-27 09:16:46
sentence-transformers/xlm-r-distilroberta-base-paraphrase-v1,bf5baa9f012675785f0ffb2b509d99ca1b49fcde,sentence-transformers/xlm-r-distilroberta-base-paraphrase-v1/tf_model.h5,h5/hdf5,Add TF weights,Joao Gante,2022-06-15 18:09:18
sentence-transformers/xlm-r-distilroberta-base-paraphrase-v1,3bf4c1eff2afc830779c9442816ab1641fef2496,pytorch_model.bin,torch.save,Add new SentenceTransformer model.,nreimers,2021-06-23 02:46:55
sentence-transformers/xlm-r-distilroberta-base-paraphrase-v1,3bf4c1eff2afc830779c9442816ab1641fef2496,sentencepiece.bpe.model,ONNX,Add new SentenceTransformer model.,nreimers,2021-06-23 02:46:55
sentence-transformers/xlm-r-bert-base-nli-stsb-mean-tokens,35a784efbf7d872088af465d863ad66dbbea375f,sentence-transformers/xlm-r-bert-base-nli-stsb-mean-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (a4ae702953e61edc5755fa67a577b4607a7d839a)",Tom Aarsen,2024-03-27 09:14:37
sentence-transformers/xlm-r-bert-base-nli-stsb-mean-tokens,9c71022cc69f395526255204c7af8bea1cc252d8,sentence-transformers/xlm-r-bert-base-nli-stsb-mean-tokens/tf_model.h5,h5/hdf5,Add TF weights,Joao Gante,2022-06-15 16:21:25
sentence-transformers/xlm-r-bert-base-nli-stsb-mean-tokens,aa1c19d843d2bcaaa58c9e19edd6ef0e466a60bf,pytorch_model.bin,torch.save,Add new SentenceTransformer model.,nreimers,2021-06-23 02:45:52
sentence-transformers/xlm-r-bert-base-nli-stsb-mean-tokens,aa1c19d843d2bcaaa58c9e19edd6ef0e466a60bf,sentencepiece.bpe.model,ONNX,Add new SentenceTransformer model.,nreimers,2021-06-23 02:45:52
sentence-transformers/xlm-r-bert-base-nli-mean-tokens,f79e1fa99c6ed989862a4e24f35f2ac2469e9a9a,sentence-transformers/xlm-r-bert-base-nli-mean-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (becdb8572bb1a4fba569f92556cc9330d12bbe85)",Tom Aarsen,2024-03-27 09:08:28
sentence-transformers/xlm-r-bert-base-nli-mean-tokens,869d294b8c105b4d423e24d4012603adad3ca01d,sentence-transformers/xlm-r-bert-base-nli-mean-tokens/tf_model.h5,h5/hdf5,Add TF weights,Joao Gante,2022-06-15 20:42:16
sentence-transformers/xlm-r-bert-base-nli-mean-tokens,adad467b5066b3e447197b979d8d5cc992200e73,pytorch_model.bin,torch.save,Add new SentenceTransformer model.,nreimers,2021-06-23 02:44:48
sentence-transformers/xlm-r-bert-base-nli-mean-tokens,adad467b5066b3e447197b979d8d5cc992200e73,sentencepiece.bpe.model,ONNX,Add new SentenceTransformer model.,nreimers,2021-06-23 02:44:48
sentence-transformers/xlm-r-base-en-ko-nli-ststb,f8651fd62656e7f108df154d67dc7f1a3ad05ba8,sentence-transformers/xlm-r-base-en-ko-nli-ststb/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (c461385c332040cb1564f959c146c5e36fdf945e)",Tom Aarsen,2024-03-27 09:07:46
sentence-transformers/xlm-r-base-en-ko-nli-ststb,0de1923e7b7682773de2b0e75d07e8a6cfb930b8,sentence-transformers/xlm-r-base-en-ko-nli-ststb/tf_model.h5,h5/hdf5,Add TF weights,Joao Gante,2022-06-15 20:57:04
sentence-transformers/xlm-r-base-en-ko-nli-ststb,8ca1b8842c0c29165ce4be3d91071cf550be951c,pytorch_model.bin,torch.save,Add new SentenceTransformer model.,nreimers,2021-06-23 02:43:52
sentence-transformers/xlm-r-base-en-ko-nli-ststb,8ca1b8842c0c29165ce4be3d91071cf550be951c,sentencepiece.bpe.model,ONNX,Add new SentenceTransformer model.,nreimers,2021-06-23 02:43:52
sentence-transformers/xlm-r-100langs-bert-base-nli-stsb-mean-tokens,6d32817606c2ff90bd03e445ef39766f9ef26da5,sentence-transformers/xlm-r-100langs-bert-base-nli-stsb-mean-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (5fcceca5694d961caad0a4e9bbee1ac65dafa699)",Tom Aarsen,2024-03-27 09:04:57
sentence-transformers/xlm-r-100langs-bert-base-nli-stsb-mean-tokens,e614409446a9b8cc7eb7ac1087e11af9e99ab895,sentence-transformers/xlm-r-100langs-bert-base-nli-stsb-mean-tokens/tf_model.h5,h5/hdf5,Add TF weights,Joao Gante,2022-06-15 16:39:21
sentence-transformers/xlm-r-100langs-bert-base-nli-stsb-mean-tokens,ddd13628f7ad2ef86f7264b3e792a29c106bf403,sentence-transformers/xlm-r-100langs-bert-base-nli-stsb-mean-tokens/pytorch_model.bin,torch.save,Add new SentenceTransformer model.,nreimers,2021-06-23 02:42:53
sentence-transformers/xlm-r-100langs-bert-base-nli-stsb-mean-tokens,bb82e7e2d4a1a2825b5ad27a27378ec8ba044603,sentence-transformers/xlm-r-100langs-bert-base-nli-stsb-mean-tokens/pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2020-08-28 13:55:46
sentence-transformers/xlm-r-100langs-bert-base-nli-stsb-mean-tokens,baf63bad9c1a4da57dcdc4ebc4cce76b9bd284c1,sentencepiece.bpe.model,ONNX,Update sentencepiece.bpe.model,system,2020-08-28 13:55:42
sentence-transformers/xlm-r-100langs-bert-base-nli-mean-tokens,854e6060a787bfaff86b318d553703b7480cfebf,sentence-transformers/xlm-r-100langs-bert-base-nli-mean-tokens/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (173cc1c51e85b241527a7d2863a1250773b1367f)",Tom Aarsen,2024-03-27 09:04:11
sentence-transformers/xlm-r-100langs-bert-base-nli-mean-tokens,9bae0a206f0defa70b787686a7304e1389163114,sentence-transformers/xlm-r-100langs-bert-base-nli-mean-tokens/tf_model.h5,h5/hdf5,Add TF weights,Joao Gante,2022-06-15 20:19:03
sentence-transformers/xlm-r-100langs-bert-base-nli-mean-tokens,588e8d42b90166bb0e2bc72c60123b2811c625e0,sentence-transformers/xlm-r-100langs-bert-base-nli-mean-tokens/pytorch_model.bin,torch.save,Add new SentenceTransformer model.,nreimers,2021-06-23 02:41:32
sentence-transformers/xlm-r-100langs-bert-base-nli-mean-tokens,83d9c3eb606aaff7031b6710f7ebd0b04df6d97e,sentence-transformers/xlm-r-100langs-bert-base-nli-mean-tokens/pytorch_model.bin,torch.save,Update pytorch_model.bin,system,2020-08-28 13:53:45
